{Par}マジックナイト,{Par}魔法骑士
{Par}水車だわ。{/n}へぇ…何だか、ずっと見ていても{/n}あきないわね。,{Par}水车呢。{/n}哎呀…怎么看都看不腻。{/n}
{Par}水車ですわ。{/n}この家では 水力をエネルギーに{/n}していらっしゃるようですわ。,{Par}是水车哦。{/n}这户人家用水力{/n}作为能源呢。
{Par}大きい機械がある。{/n}何の機械かな？{/n},{Par}有台大型机械。{/n}做什么用的呢？{/n}
{Par}人が一人 すっぽり{/n}入りそうな機械だわ。{/n}静かに うなってるみたい。,{Par}能容纳一个人的机械。{/n}静静地发出低鸣。{/n}
{Par}大きい機械がありますわ。{/n}治療用のものでしょうか。{/n},{Par}有台大型机械呢。{/n}是治疗用的吗？{/n}
{Par}ここにも{/n}青い玉のついた柱があるね。{/n}何かのシンボルなのかなぁ？,{Par}这里也有镶嵌蓝珠的柱子呢。{/n}是某种象征吗？{/n}
{Par}ナゾの青い玉のついた柱だわ。{/n}そとにある街灯らしきものと{/n}似ているわね。,{Par}蓝色珠子装饰的神秘柱子。{/n}和外面的街灯很像呢。{/n}
{Par}ここにも街灯と同じ様な{/n}柱がありますわ。{/n}…街灯とは違うのでしょうか。,{Par}这里也有类似街灯的柱子。{/n}…和街灯不一样吗？{/n}
{Par}緑のプレートに{/n}白い印が一つ ついている。{/n}一号室ということかな？,{Par}绿色牌子上有个白色标识。{/n}是一号室吧？{/n}
{Par}一号室ってことよね、これ。{/n}{/n},{Par}是一号室呢、这个。{/n}{/n}
{Par}一号室のしるしですわ。{/n}{/n},{Par}一号室的标记。{/n}{/n}
{Par}緑のプレートに{/n}白い印が二つ ついている。{/n}二号室ということかな？,{Par}绿色牌子上有两个白色标识。{/n}是二号室吧？{/n}
{Par}二号室ってことよね、これ。{/n}{/n},{Par}是二号室呢、这个。{/n}{/n}
{Par}二号室のしるしですわ。{/n}{/n},{Par}二号室的标识。{/n}{/n}
{Par}緑のプレートに{/n}白い印が三つ ついている。{/n}三号室ということかな？,{Par}绿色牌子上有三个白色标识。{/n}是三号室吧？{/n}
{Par}三号室ってことよね、これ。{/n}{/n},{Par}是三号室呢、这个。{/n}{/n}
{Par}三号室のしるしですわ。{/n}{/n},{Par}三号室的标识。{/n}{/n}
{Par}緑のプレートに{/n}白い印が四つ ついている。{/n}四号室ということかな？,{Par}绿色牌子上有四个白色标识。{/n}是四号室吧？{/n}
{Par}四号室ってことよね、これ。{/n}{/n},{Par}是四号室呢、这个。{/n}{/n}
{Par}四号室のしるしですわ。{/n}{/n},{Par}四号室的标识。{/n}{/n}
{Par}「関係者以外は なるべく{/n}  入らないでくださいね。{/n}  …と書いてある。,{Par}「无关人员请尽量{/n}  不要进入。」{/n}  …这么写着。
{Par}「関係者以外は なるべく{/n}  入らないでくださいね」{/n}なんだか やさしい書き方ね。,{Par}「无关人员请尽量{/n}  不要进入」{/n}好温柔的告示呢。
{Par}「関係者以外は なるべく{/n}  入らないでくださいね」{/n}人柄のうかがえる書き方ですわ。,{Par}「无关人员请尽量{/n}  不要进入」{/n}能看出人品呢。
{Par}「ご用の方は{/n}  受付で お呼びください」{/n}  …と書いてある。,{Par}「有事者请{/n}  在接待处呼叫」{/n}  …这么写着。
{Par}「ご用の方は{/n}  受付で お呼びください」…{/n}そしたら出てきてくれるのかしら？,{Par}「有事者请{/n}  在接待处呼叫」…{/n}会有人出来吗？
{Par}「ご用の方は{/n}  受付で お呼びください」…{/n}深刻な人手不足のようですわね。,{Par}「有事者请{/n}  在接待处呼叫」…{/n}看来人手严重不足呢。
{Par}受付には メモがおいてある。{/n}「アルティナは定期検診中です。{/n}  ご用の方は お待ちくださいね」,{Par}接待处放着便条。{/n}「阿尔缇娜正在定期检查。{/n}  有事请稍候」
{Par}「アルティナは 定期検診中です。{/n}  ご用の方は お待ちくださいね」{/n}ということは、呼んでもムダね。,{Par}「阿尔缇娜正在定期检查。{/n}  有事请稍候」{/n}就是说叫了也没用呢。
{Par}「アルティナは 定期検診中です。{/n}  ご用の方は お待ちくださいね」{/n}というメモが おいてありますわ。,{Par}「阿尔缇娜正在定期检查。{/n}  有事请稍候」{/n}的便条放在这里。
{Par}治療用の道具だ。{/n}{/n},{Par}治疗用的道具。{/n}{/n}
{Par}治療用の器具がおいてあるわ。{/n}{/n},{Par}放着治疗用的器具。{/n}{/n}
{Par}治療器具のおいてある{/n}サイドテーブルですわ。{/n},{Par}放着治疗用的器具的边桌。{/n}{/n}
{Par}テーブルの上には 本と…{/n}何だかわからない器具がある。{/n},{Par}桌上有书和…{/n}不明用途的器具。{/n}
{Par}こ、このナゾな形の{/n}金色の器具は いったい…？{/n},{Par}这、这个形状奇异的金色器具{/n}到底是…？{/n}
{Par}テーブルの上は けっこう{/n}雑然としていますわね。{/n},{Par}桌上相当杂乱呢。{/n}{/n}
{Par}何かの線が{/n}壁に うめ込まれている…。{/n},{Par}有管线嵌在墙里…。{/n}{/n}
{Par}このケーブル、{/n}いったい何なのかしら？{/n},{Par}这个管线{/n}到底是干什么的？{/n}
{Par}このクリスタルのパワーを{/n}伝達するための{/n}ケーブルなのでしょうか…？,{Par}是用来传输水晶能量的{/n}管线吗…？{/n}
{Par}きらきら光る{/n}大きなクリスタルだ。{/n}どうして こんなものがここに？,{Par}闪闪发光的巨大水晶。{/n}为什么在这里？{/n}
{Par}すごく大きいクリスタルがあるわ。きれいねぇ！{/n},{Par}超大的水晶。{/n}好美啊！{/n}
{Par}不思議なパワーを感じますわ。{/n}そのパワーを このケーブルで{/n}どこかに伝えているのでしょうか。,{Par}能感受到神秘的力量。{/n}是通过管线传送放到某处吗？{/n}
{Par}テーブルの上には{/n}赤い花が 生けてあるよ。{/n},{Par}桌上插着红花。{/n}{/n}
{Par}一輪挿しの花だわ。{/n}バラに よく似ているわね。{/n},{Par}单枝插花。{/n}很像玫瑰呢。{/n}
{Par}治療院の中にも{/n}うるおいは必要ですわよね。{/n},{Par}治疗院里也需要情调呢。{/n}{/n}
{Par}たなの中は 小ビンでいっぱいだ。{/n}{/n},{Par}柜子里塞满了小瓶。{/n}{/n}
{Par}薬品のビンが{/n}たくさん入った たなだわ。{/n},{Par}装满药瓶的柜子。{/n}{/n}
{Par}治療院なのですから、{/n}これは薬品だなですわね。{/n}さすがにたくさん入っていますわ。,{Par}毕竟是治疗院、{/n}这是药柜呢。{/n}数量果然很多。
{Par}たんすだ。{/n}よそ様の家のものだから{/n}勝手にあけちゃいけない。,{Par}衣柜。{/n}别人家的不能随便开。{/n}
{Par}立派なタンスだわ。{/n}威圧感があって、{/n}なんだか 押し倒されそうね。,{Par}气派的衣柜。{/n}很有压迫感、{/n}感觉要倒下来。
{Par}たんすですわ。{/n}引き出しが深くて、物の{/n}入れがいがありそうですわね。,{Par}是衣柜。{/n}抽屉很深、{/n}很能装东西的样子。
{Par}鏡がかかってるね。{/n}うーん、ちょっと{/n}高いとこにあるなぁ♨,{Par}挂着镜子。{/n}唔、位置有点高呢♨{/n}
{Par}あ、鏡 発見！{/n}身だしなみを チェック チェック♥,{Par}啊、发现镜子！{/n}整理仪容 检查检查♥
{Par}鏡がありますわ。{/n}一点のくもりもなく{/n}みがかれていますわね。,{Par}有面镜子。{/n}一尘不染{/n}光洁如新呢。
{Par}ランプだ。{/n}まだ昼間だから消えているよ。{/n},{Par}油灯。{/n}是白天所以熄着。{/n}
{Par}おしゃれなランプだわ。{/n}明かりがついたところが{/n}見てみたいわね。,{Par}时髦的油灯。{/n}好想看亮起来的样子呢。{/n}
{Par}ランプですわ。{/n}なんだか 街灯と似ていますわね。{/n},{Par}是油灯。{/n}和街灯很像呢。{/n}
{Par}手帳がおいてある。{/n}出しっぱなしは いけないなぁ。{/n},{Par}摊开的笔记本。{/n}不能随便看啊。{/n}
{Par}サイドテーブルに手帳らしきものがおいてあるわ。ひとのものだから{/n}あけちゃいけないわよ。,{Par}边桌上有本笔记本。{/n}别人的东西不能翻哦。{/n}
{Par}手帳らしき小冊子が{/n}おきっぱなしですわ。{/n}不用心ですわね。,{Par}笔记本摊开放在这里。{/n}真是不小心呢。{/n}
{Par}クローゼットかしら。{/n}ひとが一人 入りそうな大きさね。{/n},{Par}是衣橱吧？{/n}能容纳一个人呢。{/n}
{Par}衣類というより{/n}食器が入っていそうな{/n}気がしますわね、これ。,{Par}比起衣服更像是{/n}放餐具的感觉呢。{/n}
{Par}歯車がぐるぐる回ってる。{/n}風車で得た力を伝える機械かな？{/n},{Par}齿轮不停转动。{/n}是传递风车动力的机械吗？{/n}
{Par}油くさーい。{/n}部屋の中だから うるさいし。,{Par}油臭味好重。{/n}在屋里更刺鼻了。{/n}
{Par}黙々と回る歯車の姿に、{/n}機能美を感じますわね。{/n},{Par}默默转动的齿轮{/n}有种机能美呢。{/n}
{Par}ぴかぴかだ。{/n}{/n},{Par}亮晶晶的。{/n}{/n}
{Par}こぢんまりとしているけれど、{/n}これはこれで機能的なキッチンね。,{Par}虽然小巧{/n}但功能齐全的厨房呢。{/n}
{Par}部屋のスミにセットされるべく{/n}設計されたキッチンですわ。{/n},{Par}房间角落里的{/n}设计精巧的厨房呢。{/n}
{Par}「ただ今 勉強中。静かにしてね」{/n}…と書いてある。{/n},{Par}「正在学习中 请保持安静」{/n}…这么写着。{/n}
{Par}「ただ今 勉強中。静かにしてね」{/n}…ですって。{/n}そっとしておいてあげましょう。,{Par}「正在学习中 请保持安静」{/n}…知道了。{/n}别打扰人家吧。
{Par}「ただ今 勉強中。静かにしてね」{/n}…飛びはねたりしては{/n}いけませんわね。,{Par}「正在学习中 请保持安静」{/n}…不能蹦蹦跳跳呢。{/n}
{Par}机だ。{/n}何だか 妙な形の机だ。{/n},{Par}桌子。{/n}造型很奇特。{/n}
{Par}うわ、何だか この机、{/n}ナナメになってない？{/n},{Par}哇、这桌子{/n}是不是歪了？{/n}
{Par}個性的なデザインの机ですわ。{/n}いつも四角四面じゃ{/n}つまりませんものね。,{Par}个性十足的桌子。{/n}总是方方正正的话{/n}就太无趣了。
{Par}横から見ても 何もわからないよ。{/n}{/n},{Par}侧面看也看不出什么。{/n}{/n}
{Par}板が見えるわ。{/n}それは タンスを{/n}横から見ているせいよ。,{Par}能看到木板。{/n}因为是衣柜的侧面嘛。{/n}
{Par}ウルシとも違う、なかなか{/n}美しい質感の塗料を{/n}使ってらっしゃいますわね。,{Par}涂料与漆器有所不同、{/n}但是拥有相当美丽的质感呢。{/n}
{Par}壁の向こうで{/n}ガコガコ 音がする。{/n}何か あるのかな？,{Par}墙后有咯吱声。{/n}有什么东西吗？{/n}
{Par}この辺に来ると、妙な{/n}機械の音がするわ。{/n}ウラに何か あるのかしらね。,{Par}这附近传来奇怪的机械声。{/n}后面有什么吧？{/n}
{Par}このあたりは ちょうど{/n}外に水車のあったところですわ。{/n}水車関連の機械があるのでしょう。,{Par}这里正对着外面的水车。{/n}应该是水车相关的机械。{/n}
{Par}壁かざりだ。{/n}{/n},{Par}墙饰。{/n}{/n}
{Par}壁かざりだわ。{/n}ヘンなの。{/n}「ハテナ」のカタチしてる！,{Par}墙饰呢。{/n}好奇怪。{/n}是「问号」的形状！
{Par}壁かざりですわ。{/n}インテリアに 細やかな{/n}気づかいを感じますわね。,{Par}墙饰。{/n}能感受到细腻的心思。{/n}
{Par}すごく開放的な台所だね！{/n}{/n},{Par}超开放的厨房！{/n}{/n}
{Par}こんなキッチンでケーキが作れたらいいだろうなぁ…！{/n},{Par}要是在这种厨房做蛋糕多好啊…！{/n}
{Par}とても美しく、かつ機能的な{/n}システムキッチンですわ。{/n},{Par}美观又实用的{/n}整体厨房呢。{/n}
{Par}食器の入った大きなたなだ。{/n}すごく いっぱい入ってる。{/n},{Par}装满餐具的大柜子。{/n}塞得满满当当的。{/n}
{Par}キッチンのすぐそばに{/n}大きな食器だな…機能的ね。{/n},{Par}厨房旁的大餐具柜…{/n}好实用。{/n}
{Par}とても きれいな食器だなですわ。{/n}{/n},{Par}非常漂亮的餐具柜呢。{/n}{/n}
{Par}虹のアミュレット（赤）を{/n}手に入れた！{/n},{Par}获得了彩虹护身符（赤）！{/n}{/n}
{Par}虹のアミュレット（赤）を{/n}手に入れた！{/n},{Par}获得了彩虹护身符（赤）！{/n}{/n}
{Par}虹のアミュレット（赤）を{/n}手に入れた！{/n},{Par}获得了彩虹护身符（赤）！{/n}{/n}
{Par}虹のアミュレット（緑）を{/n}手に入れた！{/n},{Par}获得了彩虹护身符（绿）！{/n}{/n}
{Par}虹のアミュレット（緑）を{/n}手に入れた！{/n},{Par}获得了彩虹护身符（绿）！{/n}{/n}
{Par}虹のアミュレット（緑）を{/n}手に入れた！{/n},{Par}获得了彩虹护身符（绿）！{/n}{/n}
{Par}虹のアミュレット（青）を{/n}手に入れた！{/n},{Par}获得了彩虹护身符（青）！{/n}{/n}
{Par}虹のアミュレット（青）を{/n}手に入れた！{/n},{Par}获得了彩虹护身符（青）！{/n}{/n}
{Par}虹のアミュレット（青）を{/n}手に入れた！{/n},{Par}获得了彩虹护身符（青）！{/n}{/n}
{Par}「ライリーの万能薬」を{/n}手に入れた！{/n},{Par}获得了「莱利万能药」！{/n}{/n}
ラファーガにも効くかも？,或许对拉法格也有效？
