{Par}マジックナイト,{Par}魔法骑士
{Par}湖を描いた絵がかかっていますわ。蒼を中心とした色使いで{/n}目に鮮烈な印象を与えますわね。,{Par}湖景油画呢。{/n}以苍蓝色为主色调{/n}令人印象深刻。
{Par}本だなだ。{/n}本がいっぱい入っている。{/n},{Par}书架。{/n}摆满了书。{/n}
{Par}本が たくさん並んでるわ。{/n}{/n},{Par}摆满书籍的书架。{/n}{/n}
{Par}本の内容が興味深いところですが、背表紙から うかがい知ることは{/n}できませんわね。,{Par}虽然对书的内容感兴趣、{/n}但光看书脊看不出来呢。{/n}
{Par}ものすごいヨロイだ！{/n}{/n},{Par}超威武的盔甲！{/n}{/n}
{Par}金色の防具だわ。{/n}迫力あるわね！{/n},{Par}金色的防具呢。{/n}气势十足！{/n}
{Par}立派な防具ですわ。{/n}とても がんじょうそうですわね。,{Par}精良的防具。{/n}看起来非常坚固呢。{/n}
{Par}「伝説のマジックナイトが使用した  防具を、少ない資料から再現！」…と書いてある。,{Par}「传说中魔法骑士的防具{/n}   根据少量资料复原！」{/n}…的说明。
{Par}「伝説のマジックナイトが使用した  防具を、少ない資料から再現！」…お、おそれいっちゃうわね。,{Par}「传说中魔法骑士的防具{/n}   根据少量资料复原！」{/n}…好厉害！
{Par}「伝説のマジックナイトが使用した  防具を、少ない資料から再現！」な、なるほど…。,{Par}「传说中魔法骑士的防具{/n}   根据少量资料复原！」{/n}原、原来如此。
{Par}「伝説のマジックナイトの勇姿」…シルエットになってるよ。{/n},{Par}「传说中魔法骑士的英姿」{/n}…只有剪影呢。{/n}
{Par}「伝説のマジックナイトの勇姿」{/n}…想像図？{/n}ティラノサウルスじゃあるまいし…,{Par}「传说中魔法骑士的英姿」{/n}…想象图？{/n}又不是霸王龙…
{Par}「伝説のマジックナイトの勇姿」…{/n}…背が高くて 筋骨隆々な 三人の{/n}男性が描かれていますわ…♨,{Par}「传说中魔法骑士的英姿」…{/n}画着三位高大魁梧的{/n}男性…♨
{Par}「エメロード城のクリスタル」か…{/n}すごく透明で きれいだ…！{/n},{Par}「艾美诺城的水晶」…{/n}晶莹剔透 好美！{/n}
{Par}「エメロード城のクリスタル」…{/n}すごいものがおいてあるわね。{/n}だいじょうぶなのかしら？,{Par}「艾美诺城的水晶」…{/n}这么贵重的东西。{/n}随便放没问题吗？
{Par}「エメロード城のクリスタル」…{/n}お城には こんなクリスタルが{/n}いっぱい あるのでしょうか？,{Par}「艾美诺城的水晶」…{/n}这样的水晶{/n}城里有很多吗？
{Par}「水晶の瞳{/n}    未来が見えるという水晶球」…{/n}へぇ…ほんとかな？,{Par}「水晶之瞳{/n}    能预见未来的水晶球」…{/n}真的假的？
{Par}「水晶の瞳{/n}    未来が見えるという水晶球」…{/n}わたしには 何にも見えないわ。,{Par}「水晶之瞳{/n}    能预见未来的水晶球」…{/n}我什么都看不到呢。
{Par}「水晶の瞳{/n}    未来が見えるという水晶球」…本当だとしたら ふしぎですわね。,{Par}「水晶之瞳{/n}    能预见未来的水晶球」…{/n}要是真的就太神奇了。
{Par}セフィーロの世界地図だ。{/n}{/n},{Par}锡菲罗世界地图。{/n}{/n}
{Par}セフィーロの地図ね。{/n}なんだか狭い気がするけど…？{/n},{Par}锡菲罗地图呢。{/n}感觉有点小啊…？{/n}
{Par}セフィーロの地図ですわね。{/n}縮尺がわからないので、広いのか{/n}狭いのか 判断はつきませんわ。,{Par}锡菲罗地图啊。{/n}不知道比例尺、{/n}无法判断大小呢。
{Par}「セフィーロ全図」と書いてある。{/n},{Par}「锡菲罗全图」的标题。{/n}
{Par}「セフィーロ全図」か…。{/n}これで 全部なのね。{/n},{Par}「锡菲罗全图」啊…。{/n}这就是全部了吗。{/n}
{Par}「セフィーロ全図」{/n}…としか書いてありませんわ。{/n}これでは縮尺がわかりませんわね。,{Par}「锡菲罗全图」{/n}…仅此而已。{/n}这样看不出比例尺呢。
{Par}色鮮やかな石がある。{/n}「セフィーロの鉱物」だって。{/n},{Par}鲜艳的矿石标本。{/n}「锡菲罗矿物」的标签。{/n}
{Par}「セフィーロの鉱物」か。{/n}「エスクード」の親せき{/n}みたいなものかしらね。,{Par}「锡菲罗矿物」啊。{/n}「艾斯古托」的亲戚{/n}之类的吗。
{Par}小さく「アール、スライ、クスト」…と書いてありますわ。{/n}この鉱物の 名前でしょうか。,{Par}小字写着「亚尔、斯拉伊、库斯特」…{/n}是矿石的名称吧。
{Par}ひし形の青い石だ。{/n}スタンドもないのに{/n}絶妙なバランスで立っている。,{Par}菱形的蓝色矿石。{/n}没有支架{/n}却保持着绝妙平衡。
{Par}ピカピカの青い鉱石だわ。{/n}表面に 顔が写りこんで{/n}鏡がわりに使えそうね。,{Par}闪亮的蓝色矿石。{/n}表面能照出人影、{/n}可以当镜子用呢。
{Par}青く輝く 八面体の鉱石ですわ。{/n}{/n},{Par}散发蓝光的 八面体矿石。{/n}{/n}
{Par}半透明のボールだ。{/n}{/n},{Par}半透明的球体。{/n}{/n}
{Par}中が すけて見えるボールだわ。{/n}いったい 何なんだろ？{/n},{Par}能看透内部的球体。{/n}到底是什么呢？{/n}
{Par}ここにあるということは、{/n}これが セフィーロの重要文化財ってことですわよね…？？,{Par}既然放在这里、{/n}说明是锡菲罗的重要文物吧…？{/n}
{Par}ツボだ。{/n}そんなに大事なものなのかなぁ。{/n},{Par}陶罐。{/n}是那么重要的东西吗？{/n}
{Par}ガラスケースの中には{/n}大きいツボが おいてあるわ。{/n},{Par}玻璃柜里{/n}放着大型陶罐。{/n}
{Par}ツボがありますわ。{/n}きっと いにしえの文化を{/n}伝えるものに違いありません。,{Par}陶罐啊。{/n}一定是传承古代文化的器物吧。{/n}
{Par}小さなマシュマロみたいなのに{/n}文字が 書いてあるみたいだ。{/n},{Par}像小棉花糖似的东西{/n}似乎刻着文字。{/n}
{Par}小さな文字が 書き込まれた{/n}石みたいだわ。なんだか{/n}やわらかそうに見えるけど…。,{Par}刻着小字的石块呢。{/n}看起来软绵绵的…{/n}
{Par}文字が書かれた石ですわ。{/n}昔の方が 何かを伝えようと{/n}したものなのでしょうか…？,{Par}刻着文字的石块啊。{/n}是古人想要{/n}传达什么信息吗…？
{Par}首かざりのように見えるけど…？{/n}{/n},{Par}看起来是项链…？{/n}{/n}
{Par}ネックレスかしら？{/n}昔の人がしていたものね、きっと。,{Par}是项链吧？{/n}古人佩戴的饰品、肯定是。{/n}
{Par}セフィーロの装飾品ですわね。{/n}{/n},{Par}锡菲罗的装饰品呢。{/n}{/n}
{Par}色とりどりの宝玉だ。{/n}{/n},{Par}五颜六色的宝珠。{/n}{/n}
{Par}宝玉だわ。この村やライリーで{/n}柱の上にあったものと{/n}似ているわね。,{Par}宝珠啊。和村子里{/n}以及莱利柱子上的东西{/n}很相似呢。
{Par}これは実は よくはねるタマで、{/n}エメロード姫が 幼少のみぎり{/n}これをついて遊んだとか…,{Par}其实这是弹力球、{/n}艾美诺公主小时候{/n}经常拿来玩耍…
そんなことは ありませんわよね。{/n}{/n},当然不可能啦。{/n}{/n}
{Par}何かがきざまれた石版だ。{/n}{/n},{Par}刻着文字的石板。{/n}{/n}
{Par}石版に文字がほり込まれているわ。判読することはできないけど。{/n},{Par}石板上刻着文字。{/n}虽然无法解读。{/n}
{Par}石版があります。{/n}書かれた文字が興味深いですわね。解読できたらいいのに…。,{Par}神秘的石板。{/n}刻着的文字令人好奇、{/n}要是能解读就好了…。
{Par}これは…エメロード姫の像だ。{/n}{/n},{Par}这是…艾美诺公主像。{/n}{/n}
{Par}エメロード姫の像だわ。{/n}やさしそうな顔をしているわね。{/n},{Par}艾美诺公主像。{/n}神情很温柔呢。{/n}
{Par}エメロード姫の像ですわ。{/n}祈る姿が おだやかですわね。{/n},{Par}艾美诺公主像啊。{/n}祈祷的姿态十分安详呢。{/n}
{Par}「セフィーロの柱、エメロード姫」…と書いてある。{/n},{Par}「锡菲罗之柱 艾美诺公主」{/n}…这么写着。{/n}
{Par}「セフィーロの柱、エメロード姫」…早く助けてあげないとね。{/n},{Par}「锡菲罗之柱 艾美诺公主」{/n}…得快点救她出来呢。{/n}
{Par}セフィーロの方々から 本当に{/n}慕われている方だということが{/n}わかりますわね。,{Par}能感受到公主深受{/n}锡菲罗人民的爱戴呢。{/n}
{Par}うわっ！,{Par}哇啊！
こ、この魔物…動かないよ…？{/n}{/n},这、这魔物…不会动…？{/n}{/n}
{Par}わあっ！,{Par}呀啊！
な、何これ？{/n}魔物…じゃないの？{/n},这、这是什么？{/n}魔物…不是吗？{/n}
{Par}な、何ですの？{/n}{/n},{Par}什、什么呀？{/n}{/n}
{Par}人形だと思って見れば、{/n}なかなか よくできているよ。{/n},{Par}原来是玩偶啊、{/n}做工相当精致呢。{/n}
{Par}それにしたって、趣味がいいとは{/n}言いがたいわよね…♨{/n},{Par}即便如此、这品味也{/n}实在不敢恭维…♨{/n}
{Par}人さわがせな{/n}お人形さんですわ…。{/n},{Par}吓人的玩偶呢…。{/n}{/n}
{Par}虹のアミュレット（緑）を{/n}手に入れた！{/n},{Par}获得了彩虹护身符（绿）！{/n}{/n}
{Par}虹のアミュレット（緑）を{/n}手に入れた！{/n},{Par}获得了彩虹护身符（绿）！{/n}{/n}
{Par}虹のアミュレット（緑）を{/n}手に入れた！{/n},{Par}获得了彩虹护身符（绿）！{/n}{/n}
{Par}もう 何もないよ。{/n}{/n},{Par}已经什么都没有了。{/n}{/n}
{Par}もう 何も見あたらないわね。{/n}{/n},{Par}已经什么都找不到了呢。{/n}{/n}
{Par}残念ながら、{/n}もう 何もありませんわ。{/n},{Par}很遗憾、{/n}已经什么都没有了。{/n}
