{Par}マジックナイト,{Par}魔法骑士
心の…成長…{/n}{/n},心灵的…成长…{/n}{/n}
具体的にどうすればわたくしたちの心が、そして エスクードの武器が{/n}成長するのか わかりませんし…,虽然不清楚…{/n}具体怎么做才能让心灵{/n}和艾斯古托武器成长。
この世界の人々と 積極的に{/n}ふれあっていくことは、{/n}その方法の一つかもしれませんわ。,或许主动去接触{/n}这个世界的人们、{/n}就是方法之一呢。
そういうものかしらね…。{/n}{/n},或许吧…{/n}{/n}
どこにも あてはありませんし、{/n}「急がば回れ」ですわ。{/n},反正没有头绪、{/n}「欲速则不达」嘛。{/n}
あー、で…どうなのかな？{/n}{/n},啊…那…要答应吗？{/n}{/n}
ご期待にそえるかどうか{/n}わかりませんが…{/n}やってみますわ、村長さん。,虽然不知道{/n}能否满足期待…{/n}但我们会试试看的、村长。
そうか！{/n}よろしくたのむ！{/n},是吗！{/n}那拜托了！{/n}
よぉし！{/n}魔物が出るっていう{/n}どうくつに行ってみよう！{/n},好！{/n}去魔物出没的{/n}洞窟看看吧！
{Par}魔物が出るというどうくつは{/n}村の北西じゃ。たのむぞ、{/n}{var0}のしょくん。,{Par}魔物出没的洞窟{/n}在村子西北方。拜托了、{/n}{var0}的诸位。
{Par}みなまで言うな。{/n}わかっとる わかっとる。{/n},{Par}不用多说。{/n}知道了知道了。{/n}
{Par}やぁ、みなさん。{/n}いつぞやは どうも。{/n},{Par}哎呀、诸位。{/n}之前的事多谢了。{/n}
ちゃんと おぼえていますよ。{/n}{/n},我还记得哦。{/n}{/n}
{Par}丸太が いっぱい おいてある。{/n}{/n},{Par}堆着很多原木。{/n}{/n}
{Par}こんなに たくさんの丸太、{/n}どうするのかしら？{/n},{Par}这么多原木{/n}要用来做什么呢？{/n}
{Par}たきぎか なにかに{/n}使うんでしょうか。{/n},{Par}是用来当柴火{/n}还是有什么其他用途？{/n}
{Par}たんすだ。{/n}よそ様の家のものだから{/n}勝手にあけちゃいけない。,{Par}衣柜。{/n}别人家的东西{/n}不能擅自打开。
{Par}ちょっと地味な色のたんすだわ。{/n}決して立派ではないけど、{/n}落ちついた感じがするわね。,{Par}颜色朴素的衣柜。{/n}虽然不华丽但很沉稳。{/n}
{Par}たんすが二つ 並んでいますわ。{/n}{/n},{Par}并排摆着两个衣柜。{/n}{/n}
{Par}鏡台だね。{/n}{/n},{Par}梳妆台。{/n}{/n}
{Par}鏡台だわ。{/n}セフィーロの人たちにも{/n}鏡を見る風習があるのね。,{Par}梳妆台。{/n}锡菲罗的人们{/n}也有照镜子的习惯呢。
{Par}鏡台ですわ。上に乗っている{/n}ビンは何が入っているのでしょう。化粧品とは思えませんが…。,{Par}梳妆台。{/n}上面的瓶子装着什么？{/n}不像是化妆品…
{Par}鏡がある。{/n}{/n},{Par}是镜子。{/n}{/n}
{Par}鏡があるわ。{/n}…問題なしね、うん。{/n},{Par}是镜子呢。{/n}…没问题、嗯。{/n}
{Par}鏡がありますわ。{/n}きれいに ふいてありますわね。{/n},{Par}有面镜子啊。{/n}擦得很干净呢。{/n}
{Par}台所があるよ。{/n}きれいにしてあるね。{/n},{Par}是厨房。{/n}收拾得很干净。{/n}
{Par}小ぎれいなキッチンね。{/n}{/n},{Par}整洁的小厨房。{/n}{/n}
{Par}キッチンは清潔にしてありますわ。こちらの家には奥さんがいて、今は出かけてらっしゃるのでしょうか。,{Par}厨房很干净。{/n}这家有女主人吧、{/n}现在出门了吗？
{Par}かまどだね。{/n}{/n},{Par}是灶台啊…。{/n}{/n}
{Par}かまどと…オーブンみたいね。{/n}これならセフィーロでも{/n}ケーキが焼けるかしら？,{Par}灶台和…烤箱之类的。{/n}那么在锡菲罗{/n}也能烤蛋糕吗？
{Par}かまどみたいなものがありますわ。けっこう 生活様式は{/n}似ているようですわね。,{Par}有类似灶台的东西。{/n}生活方式{/n}还挺像的呢。
{Par}お皿やカップが入っているね。{/n}{/n},{Par}摆放着碗盘杯子。{/n}{/n}
{Par}食器棚だわ。{/n}さすがに立派なものを{/n}そろえているわね。,{Par}碗橱呀。{/n}摆着挺讲究的餐具呢。{/n}
{Par}食器の入っているたなですわ。{/n}{/n},{Par}餐具架。{/n}收拾得很整齐。{/n}
{Par}鉢植えがおいてある。{/n}{/n},{Par}放着盆栽。{/n}{/n}
{Par}観葉植物だわ。{/n}やっぱり こういうのがあると{/n}ふんいき違うわよね。,{Par}观叶植物。{/n}有这种摆设的话{/n}氛围就不一样了呢。
{Par}観葉植物がおいてありますわ。{/n}心がなごみますわね。{/n},{Par}放着观叶植物。{/n}让人心情平静呢。{/n}
{Par}さわやかな台所だ。{/n}{/n},{Par}清爽的厨房。{/n}{/n}
{Par}お料理心をくすぐる{/n}きれいなキッチンだわ。{/n},{Par}能激发料理热情的{/n}漂亮厨房呢。{/n}
{Par}お手入れの行き届いた{/n}キッチンですわ。{/n},{Par}打理得当的{/n}厨房呢。{/n}
{Par}机の上は本の山だ。{/n}{/n},{Par}桌上堆满了书。{/n}{/n}
{Par}地下の机は汚いわねぇ。{/n}本も散乱してるし。{/n},{Par}地下室的桌子好脏。{/n}书也散乱着。{/n}
{Par}村長さんは 実は 読書好きの{/n}ようですわね。でも、お掃除は{/n}きらいでいらっしゃるようですわ。,{Par}村长先生其实{/n}很喜欢读书呢。{/n}但好像不喜欢打扫吧。
{Par}地下にも鉢植えがあるよ。{/n}でも、こんなところにおかれちゃ{/n}かわいそうだな。,{Par}地下室也有盆栽呢。{/n}放在这种地方{/n}太可怜了。
{Par}観葉植物が ここにも。{/n}{/n},{Par}这里也有观叶植物。{/n}{/n}
{Par}やっぱり 緑は大事ですわ。{/n}{/n},{Par}果然绿色很重要呢。{/n}{/n}
{Par}これは ごみ箱かな。{/n}{/n},{Par}这是垃圾桶吧。{/n}{/n}
{Par}ごみ箱をのぞくなんて{/n}趣味じゃないわ。{/n}やめましょ。,{Par}翻垃圾桶可不是{/n}我的兴趣。{/n}算了吧。
{Par}ごみ箱に、それを使う人の{/n}性格が出るといいますわね。{/n},{Par}据说垃圾桶能反映{/n}使用者性格呢。{/n}
{Par}わっ、今にも本が倒れそう。{/n}{/n},{Par}哇、书要倒了。{/n}{/n}
{Par}絶妙なバランスを保って{/n}本が積まれているわ。{/n},{Par}书本保持着{/n}绝妙的平衡。{/n}
{Par}台の上に 本が{/n}うず高く 積まれていますわ。{/n}まさに「積ん読」状態ですわね。,{Par}架子上的书本{/n}堆成一座小山。{/n}名副其实的「累牍」。
{Par}机の上に ナゾのビンがある。{/n}{/n},{Par}台子上有奇怪的瓶子。{/n}{/n}
{Par}正体不明の液体の入ったビンだわ。あんまり さわりたくはないわね。{/n},{Par}装着不明液体的瓶子。{/n}不太想碰呢。{/n}
{Par}このビンの中身は いったい…？{/n}{/n},{Par}这瓶子里到底是什么…？{/n}{/n}
{Par}ヘンな形の本だなだ。{/n}{/n},{Par}形状奇怪的书架。{/n}{/n}
{Par}妙ちくりんなカタチの{/n}本だなねぇ！{/n},{Par}造型相当诡异的{/n}书架嘛！{/n}
{Par}奇妙奇天烈マカふしぎな形の{/n}本だなですわ。{/n},{Par}奇形怪状的{/n}书架呢。{/n}
{Par}本が いっぱいだ。{/n}{/n},{Par}好多书。{/n}{/n}
{Par}魔法の本かしらね。{/n}わたしには読めないけど。{/n},{Par}是魔法书吗？{/n}虽然我看不懂。{/n}
{Par}なかなかの 勉強家で{/n}いらっしゃるみたいですわね。{/n},{Par}看来是一位{/n}勤奋学习的人呢。{/n}
{Par}丸太が立てかけてあるよ。{/n}火を起こすのに使うのかな？{/n},{Par}竖着原木。{/n}用来生火吗？{/n}
{Par}太い丸太だわ。{/n}でも、そうとう古いモノみたい。{/n},{Par}粗原木。{/n}但好像很老旧了。{/n}
{Par}ほこりをかぶった丸太ですわ。{/n}ずいぶんと{/n}手を ふれられてないような…。,{Par}积满灰尘的圆木。{/n}很久很久没被{/n}碰过的样子…
{Par}大きなツボだ。{/n}使われてるのかな？{/n},{Par}大坛子。{/n}还在使用吗？{/n}
{Par}つぼ…{/n}中身の想像をするのはやめましょ？,{Par}坛子…{/n}别想象里面装了什么。
{Par}ひどく古めかしいつぼですわ。{/n}骨とう品としての{/n}価値すら感じさせますわね。,{Par}非常古老的坛子。{/n}甚至让人感觉{/n}有古董一样的价值呢。
{Par}机の上は本の山だ。{/n}これは…水泳の本？{/n},{Par}桌上堆满了书。{/n}这是…游泳的书？{/n}
{Par}字は読めないけど、{/n}水泳の絵が描いてあるわ。{/n},{Par}虽然看不懂文字、{/n}但画着游泳的图呢。{/n}
{Par}机の上に開いたままなのは…{/n}図から察するに、{/n}水泳に関する本のようですわ。,{Par}桌上摊开的书…{/n}从插图看来{/n}似乎是关于游泳的书呢。
{Par}これまた きれいとは{/n}いえないタンスだなぁ。{/n},{Par}这衣柜实在是{/n}说不上漂亮。{/n}
{Par}うわ、危なっかしいたんす！{/n}さわったら倒れてきそうだわ。{/n},{Par}哇、危险的衣柜！{/n}一碰就会倒的样子。{/n}
{Par}すごいホコリですわ。{/n}いったい、いつから お掃除を{/n}してらっしゃらないのかしら？,{Par}积满了灰尘。{/n}到底有多久没打扫了啊？{/n}
{Par}うわー。{/n}この台所は すごいなぁ。{/n},{Par}哇。{/n}这厨房太夸张了。{/n}
{Par}ち、近づきたくない…。{/n}{/n},{Par}完、完全不想靠近…{/n}{/n}
{Par}この台所の荒れ様は…{/n}いったい 何日{/n}放っておいてあるのでしょう…,{Par}厨房的脏乱程度…{/n}到底被弃置不管{/n}多少天了啊…
{Par}白いビンが 三本おいてある。{/n}{/n},{Par}摆着三个白色瓶子。{/n}{/n}
{Par}化粧水に見えるけれど…{/n}違うのかしら？{/n},{Par}看着像化妆水…{/n}不是吗？{/n}
{Par}何かは わかりませんが、{/n}ビン入りの{/n}三点セットですわ。,{Par}虽然不知道是什么、{/n}但摆着三个瓶子{/n}是套装呢。
{Par}机の上に さりげなく{/n}ノートがおいてあるよ。{/n},{Par}桌上随意放着笔记本。{/n}{/n}
{Par}これは、この家の人の日記かしら？不用心ねぇ、こんなとこに{/n}おきっぱなしなんて。,{Par}这是屋主的日记吗？{/n}真是大意啊、{/n}就这么随便放着。
{Par}なにげに おきっぱなしにしている{/n}ノートは、そんなに重要なモノではないに違いありません。,{Par}随意摆放的笔记本{/n}应该不会是重要的物品吧。{/n}
{Par}引き出しは{/n}ぴったり しまってる。{/n},{Par}抽屉{/n}关得很严实。{/n}
{Par}机の右側はスカッとしてるわね。{/n}{/n},{Par}桌子右侧空荡荡的。{/n}{/n}
{Par}窓からの光が{/n}机に降り注いでいますわ。{/n}明るくて勉強にぴったりですわね。,{Par}窗外明亮的阳光{/n}洒在书桌上。{/n}很适合学习呢。
{Par}お皿やカップが入っているね。{/n}{/n},{Par}摆放着碗盘杯子。{/n}{/n}
{Par}食器棚だわ。{/n}かわいらしい感じで{/n}そろえているわね。,{Par}碗橱呀。{/n}餐具很可爱呢。{/n}
{Par}食器の入っているたなですわ。{/n}きちんと整理されています。{/n},{Par}餐具架。{/n}收拾得很整齐。{/n}
{Par}横から見ても 何もわからないよ。{/n}{/n},{Par}侧面看不出什么。{/n}{/n}
{Par}横から見ても{/n}板しか見えないわ。{/n},{Par}侧面只能看到木板。{/n}{/n}
{Par}ここをながめていても{/n}何も いいことはありませんわ。{/n},{Par}这样盯着看{/n}毫无意义呢。{/n}
{Par}大きいツボだ。{/n}あちこちにヒビが入っている。{/n},{Par}大坛子。{/n}到处都是裂痕。{/n}
{Par}古めかしいツボね。{/n}中身、入ってるのかしら？{/n},{Par}老旧的坛子。{/n}里面装着什么？{/n}
{Par}年期の入ったツボがありますわ。{/n}雨水をためるために{/n}おかれているのでしょうか？,{Par}陈年的坛子。{/n}用来接雨水的吗？{/n}
{Par}道しるべが立っているけど、{/n}横からじゃ 読めないよ。{/n},{Par}有路标、{/n}但从侧面看不到文字。{/n}
{Par}横から見ても、{/n}板の断面が見えるだけだわ。{/n},{Par}从侧面看、{/n}只能看到木板的断面。{/n}
{Par}道標は 横から見るものでは{/n}ありませんわ。{/n},{Par}路标可不是{/n}从侧面看的。{/n}
{Par}「この先 七色おじさんの店」{/n}  …と書いてある。{/n},{Par}「前方 七彩大叔的店」{/n}  …这么写着。{/n}
{Par}「この先 七色おじさんの店」{/n}  …らしいわよ。{/n},{Par}「前方 七彩大叔的店」{/n}  …好像是呢。{/n}
{Par}「この先 七色おじさんの店」{/n}  …だそうですわ。{/n},{Par}「前方 七彩大叔的店」{/n}  …如此标示。{/n}
{Par}虹のアミュレット（だいだい）を{/n}手に入れた！{/n},{Par}获得了彩虹护身符（橙）！{/n}{/n}
{Par}虹のアミュレット（だいだい）を{/n}手に入れた！{/n},{Par}获得了彩虹护身符（橙）！{/n}{/n}
{Par}虹のアミュレット（だいだい）を{/n}手に入れた！{/n},{Par}获得了彩虹护身符（橙）！{/n}{/n}
{Par}もう 何もないよ。{/n}{/n},{Par}已经什么都没有了。{/n}{/n}
{Par}もう 何も見あたらないわね。{/n}{/n},{Par}已经空无一物了呢。{/n}{/n}
{Par}残念ながら、{/n}もう 何もありませんわ。{/n},{Par}很遗憾、{/n}已经什么都没有了。{/n}
{Par}虹のアミュレット（青）を{/n}手に入れた！{/n},{Par}获得了彩虹护身符（青）！{/n}{/n}
{Par}虹のアミュレット（青）を{/n}手に入れた！{/n},{Par}获得了彩虹护身符（青）！{/n}{/n}
{Par}虹のアミュレット（青）を{/n}手に入れた！{/n},{Par}获得了彩虹护身符（青）！{/n}{/n}
