{Par}マジックナイト,{Par}魔法骑士
{Par}これを見て「３メートルの宇宙人」を連想しちゃう わたしって、{/n}とっても ふつうよね！,{Par}看到这个联想到「三米高外星人」的我、{/n}果然很正常呢！
{Par}この空中庭園には、いろいろと{/n}めずらしい形のオブジェが{/n}ありますわね。,{Par}这座空中庭园里{/n}有各种奇特造型的装饰品呢。{/n}
{Par}「この先 雲の迷宮{/n}    立入厳禁！  管理人」{/n}  …と書いてある。,{Par}「前方 云之迷宫{/n}    严禁入内！  管理人」{/n}  …如此写着。
{Par}「この先 雲の迷宮{/n}    立入厳禁！  管理人」か…{/n}  おーこわ。,{Par}「前方 云之迷宫{/n}    严禁入内！  管理人」啊…{/n}  好可怕。
{Par}「この先 雲の迷宮{/n}    立入厳禁！  管理人」{/n}  …とありますわ。,{Par}「前方 云之迷宫{/n}    严禁入内！  管理人」{/n}  …如此写着呢。
{Par}「この先 雲の迷宮{/n}    立入厳禁！  管理人」{/n}  …と書いてある上に…,{Par}「前方 云之迷宫{/n}    严禁入内！  管理人」{/n}  …的告示旁边…
「勝手にしやがれ」{/n}  …って張り紙がしてあるよ。{/n},还贴着「随你们便」{/n}  …这样的纸条呢。{/n}
{Par}「この先 雲の迷宮{/n}    立入厳禁！  管理人」{/n}  …と書いてある上に…,{Par}「前方 云之迷宫{/n}    严禁入内！  管理人」{/n}  …的告示旁边…
「勝手にしやがれ」…って{/n}張り紙がしてあるわ。ちゃんと{/n}フォローしてるなんて、マメね。,「随你们便」…这样的纸条。{/n}居然还追加说明、{/n}真是周到呢。
{Par}「この先 雲の迷宮{/n}    立入厳禁！  管理人」{/n}  …と書いてある上に…,{Par}「前方 云之迷宫{/n}    严禁入内！  管理人」{/n}  …的告示旁边…
「勝手にしやがれ」…という{/n}張り紙がしてありますわ。{/n}ごていねいにも。,「随你们便」…的纸条。{/n}真是客气得过分呢。{/n}
{Par}雲の迷宮へのとびらだ。{/n}ガッチリ 閉まってる。{/n},{Par}通往云之迷宫的大门。{/n}紧紧关闭着。{/n}
{Par}門にはカギがかけられているわね。ビクともしないわ。{/n},{Par}大门上了锁。{/n}纹丝不动呢。{/n}
{Par}とびらは かたく{/n}閉ざされていますわ。{/n},{Par}大门紧紧地{/n}封闭着。{/n}
{Par}とびらは開きっぱなしだ。{/n}{/n},{Par}大门敞开着。{/n}{/n}
{Par}門は開けられて以来、{/n}そのまんまだわ。{/n},{Par}自从大门被打开后{/n}就一直这样敞着。{/n}
{Par}とびらは 開いたまま{/n}放置されていますわね。{/n},{Par}大门就这样{/n}敞开着呢。{/n}
{Par}白い鳥の像だ。{/n}{/n},{Par}白色鸟形雕像。{/n}{/n}
{Par}白い鳥らしき像が{/n}意味ありげに 家の前に{/n}おいてあるわね…。,{Par}形似白鸟的雕像{/n}意味深长地放置在屋前…{/n}
{Par}白鳥の像らしきものの台座に{/n}いかにも カギのささりそうな{/n}穴が開いていますけれど…,{Par}在白鸟雕像的基座上{/n}有个明显能插入钥匙的孔…{/n}
きっと なんにも{/n}意味はないに{/n}違いありませんわ。,但肯定没有{/n}任何特殊意义啦。{/n}
{Par}噴水だ。{/n}きれいだなー！{/n},{Par}喷泉。{/n}好漂亮啊！{/n}
{Par}清らかな水が流れるのを見ると、{/n}心が 落ちつくみたい。{/n},{Par}看着清澈水流、{/n}内心仿佛变得平静。{/n}
{Par}空の上なのに、{/n}どうして こんなに{/n}水が豊富なのでしょうか…？,{Par}明明是在空中、{/n}为何水源如此充沛…？{/n}
{Par}きれいな水が 流れ出している。{/n}さわやかだね！{/n},{Par}清冽的水流奔涌而出。{/n}令人神清气爽！{/n}
{Par}水の流れる音って{/n}気持ちいいわよね！{/n},{Par}流水声真是{/n}让人心旷神怡呢！{/n}
{Par}この水…循環（じゅんかん）{/n}させているのでしょうね、{/n}きっと。,{Par}这水…应该是循环利用的吧、{/n}肯定是。{/n}
{Par}物置かな？{/n}中は薄暗いよ。{/n},{Par}储物间吗？{/n}里面光线很昏暗呢。{/n}
{Par}となりの家の離れかしらね。{/n}今は使われていないみたい。{/n},{Par}可能是邻居家的别院。{/n}现在似乎无人使用。{/n}
{Par}とびらは かたく{/n}閉ざされていますわ。{/n},{Par}大门紧紧地{/n}封闭着。{/n}
{Par}窓から光が さんさんと{/n}差し込んできている。{/n}気持ちいい！,{Par}阳光从窗户倾泻而入。{/n}好舒服！{/n}
{Par}ここ、空中庭園のへりよ？{/n}下をのぞきこむのは{/n}ちょっと 恐いわね♨,{Par}这里可是空中庭园的边缘哦？{/n}往下张望有点吓人♨{/n}
{Par}空の上だからでしょうか、{/n}空気も 光も、{/n}さわやかに感じますわね。,{Par}或许因为在高空、{/n}空气与光线都格外清爽呢。{/n}
{Par}クッションがおいてある。{/n}{/n},{Par}放着坐垫。{/n}{/n}
{Par}クッションだわ。{/n}…あんまり きれいじゃないわね。,{Par}坐垫啊。{/n}…不太干净的样子。
{Par}これは…{/n}クッションですわよね？{/n},{Par}这是…{/n}坐垫对吧？{/n}
{Par}タンスだ。{/n}よそ様の家のものだから{/n}勝手に開けちゃいけない。,{Par}衣柜。{/n}别人家的东西{/n}不能随便打开。
{Par}タンスだ。{/n}よそ様の家のものだから{/n}勝手に開けちゃいけない。,{Par}衣柜。{/n}别人家的东西{/n}不能随便打开。
…って、光が{/n}わきで 言っているわ。{/n}もっともね。,…光在旁边提醒着呢。{/n}确实说得在理。{/n}
{Par}めずらしい色合いの{/n}タンスですわね。{/n},{Par}颜色罕见的{/n}衣柜呢。{/n}
{Par}これは…ライトだね。{/n}{/n},{Par}这是…台灯呢。{/n}{/n}
{Par}なかなか おしゃれな照明ね！{/n}{/n},{Par}相当时髦的照明！{/n}{/n}
{Par}植物の形を模した{/n}ライトスタンドですわ。{/n}これなら 机が広く使えますわね。,{Par}仿植物造型的落地灯。{/n}这样书桌就能宽敞地使用了。{/n}
{Par}うわぁ、大きい机だなぁ！{/n}{/n},{Par}哇、好大的书桌！{/n}{/n}
{Par}とっても立派な机だけど…{/n}この色は どうも{/n}わたしの趣味じゃないわ♨,{Par}虽然是很气派的书桌…{/n}但是这个颜色{/n}实在不符合我的品味♨
{Par}とても大きい机ですわ…{/n}机の上も きれいに{/n}整とんされています。,{Par}非常宽大的书桌…{/n}桌面也收拾得干干净净。{/n}
…それとも、まったく{/n}使ってらっしゃらないとか…？{/n},…或者说{/n}根本没在使用…？{/n}
{Par}台所だ。{/n}ちょっと 小さいかな？{/n},{Par}厨房。{/n}稍显狭小？{/n}
{Par}小さいけど、キッチンは{/n}きれいにしてあるわね。{/n},{Par}虽然不大、{/n}但厨房收拾得很干净呢。{/n}
{Par}ちょっと せまいと思えますが、{/n}一人であれば、{/n}必要十分な大きさですわ。,{Par}虽然觉得有点窄、{/n}但独居的话倒也足够了呢。{/n}
{Par}ものすごく大きいオーブンだね。{/n}{/n},{Par}超大型烤箱。{/n}{/n}
{Par}きゃー！ きゃー！{/n}すてきー！ いいなぁ、{/n}こんな大きいオーブン…。,{Par}哇！ 哇！{/n}好棒！真好啊、{/n}这么大的烤箱…
{Par}このオーブンは、一人で使うには大きすぎるのでは{/n}ないでしょうか…？,{Par}这烤箱对单人使用来说{/n}不会太大了吗…？{/n}
{Par}大きいオーブンを{/n}横から見たところだ。{/n}あんまり おもしろくない。,{Par}从侧面看大烤箱。{/n}没什么意思。{/n}
{Par}横から見てすら ステキねぇ…{/n}こんな大きいオーブン、{/n}欲しいなぁ。,{Par}连侧面都这么迷人…{/n}好想要这么大的烤箱…{/n}
{Par}なかなか奥が深いオーブンですね。この場合は ズバリ{/n}文字どおりの意味ですわよ。,{Par}这烤箱进深真够夸张。{/n}字面意义上的很深呢。
{Par}タンスを横から見たところだ。{/n}{/n},{Par}衣柜的侧面。{/n}{/n}
{Par}目の前に木目が広がっているわ。{/n}それは タンスを{/n}横から 見ているからよ。,{Par}眼前延展着木纹。{/n}因为在从侧面看衣柜呀。{/n}
{Par}タンスの側面の 有効な活用方法を{/n}ふと 考えてしまいますわね。{/n},{Par}不禁思考起衣柜侧面{/n}的有效利用方法了呢。{/n}
{Par}植物の形を模した{/n}ライトスタンドですわ。{/n},{Par}仿植物造型的{/n}落地灯。{/n}
{Par}小物がゴチャゴチャに入っている。これだけ家族がいれば、{/n}こうにもなるよね♨,{Par}杂物堆得乱七八糟。{/n}这么多口人的家庭{/n}难免如此♨
{Par}部屋はきれいなかわりに、{/n}このたなの中は{/n}ちょっと メチャクチャね♨,{Par}房间虽然整洁、{/n}但这架子里面{/n}可真够乱的♨
{Par}サイドボードの上には、{/n}なかなか かわいらしい小物が{/n}おいてありますわね。,{Par}边柜上摆放着{/n}相当可爱的小物件呢。{/n}
{Par}このキッチンで{/n}こちらのご家族のお食事を作るのはなかなか たいへんそうですわね。,{Par}在这个厨房为全家人{/n}准备餐点想必很辛苦吧。
{Par}こちらのオーブンは、わきの{/n}キッチンに比べると、家族の人数{/n}相応な感じがいたしますわ。,{Par}相较旁边狭小的厨房、{/n}这个烤箱的尺寸{/n}倒是符合家庭人数呢。
{Par}このクッションの汚れようは…{/n}夜に 投げ合ったり{/n}なさっているのでしょうか？,{Par}坐垫的污渍…{/n}晚上在打枕头大战吗？{/n}
{Par}うわぁ、いいながめ！{/n}{/n},{Par}哇、视野超棒！{/n}{/n}
{Par}も、もしかしてこの部屋って{/n}空中庭園の底にあるの？{/n}ちょっと コワい…♨,{Par}难、难道这个房间位于{/n}空中庭园的底部？{/n}有点可怕…♨
{Par}空の上の出窓から外をながめる…{/n}高所恐怖症の方には{/n}おすすめできない行為ですわね。,{Par}从高空凸窗眺望外面…{/n}恐高症患者{/n}切勿尝试哦。
{Par}うわぁ、本がいっぱいだ。{/n}{/n},{Par}哇、好多书。{/n}{/n}
{Par}ものすごい数の本ね。{/n}これ全部、読んだのかしら？{/n},{Par}数量惊人的藏书呢。{/n}全都读完了吗？{/n}
{Par}こちらのお宅には{/n}よほど 勉強家の方が{/n}いらっしゃるようですわね。,{Par}这户人家肯定住着{/n}勤奋好学之人呢。{/n}
{Par}すごく広い台所だ。{/n}きれいに かたづいているよ。{/n},{Par}超宽敞的厨房。{/n}收拾得很整洁呢。{/n}
{Par}すてきなキッチンねぇ。{/n}光に満ちた広々としたキッチンってあこがれちゃうわぁ♥,{Par}好棒的厨房呀！{/n}充满阳光的宽敞厨房{/n}真是令人向往♥
{Par}こんなキッチンで お料理を{/n}作ったら、どんなものでも{/n}美味しくできそうですわね。,{Par}在这样的厨房做饭、{/n}不管什么菜肴{/n}都会很美味吧。
{Par}上半分だけが ななめになった{/n}タンスですわ。{/n}美しいデザインですわね。,{Par}上半部分倾斜设计的衣柜。{/n}造型很优美呢。{/n}
{Par}机の上には{/n}読みかけの本が広がっている。{/n},{Par}书桌上摊开着{/n}读到一半的书。{/n}
{Par}何だか{/n}狭苦しいところにある机ねぇ！{/n},{Par}总觉得{/n}放在采光不好的地方呢！{/n}
{Par}わざわざ 採光の良くないところに{/n}机が…窓側は お子さんにゆずった{/n}親御さんの机なのでしょうか？,{Par}特意把书桌放在{/n}采光不好的地方…{/n}是把窗边让给孩子了吗？
{Par}ソファーだ。{/n}ふかふかで 気持ちよさそう！{/n},{Par}沙发。{/n}蓬松柔软看起来很舒服！{/n}
{Par}大きくてふかふかのソファーだわ。横になりたくなっちゃうわね。{/n},{Par}宽大柔软的沙发呢。{/n}好想躺上去呀。{/n}
{Par}ゆったりとしたソファーですわ。{/n}すわって読書するには{/n}ぴったりですわね。,{Par}宽敞的沙发。{/n}很适合坐着读书呢。{/n}
{Par}タンスですわ。{/n}…何か、ナナメになっていません？,{Par}是衣柜呢。{/n}…是不是有点歪？
{Par}鉢植えがおいてある。{/n}大きいなぁ！{/n},{Par}放着盆栽。{/n}好大啊！{/n}
{Par}観葉植物…というより、{/n}どこかの木の枝をひっこぬいてきて植えたんじゃないの？,{Par}说是观叶植物…{/n}但更像是把某棵树的树枝{/n}直接挖来种了吧？
{Par}なかなか 異様な{/n}鉢植えですわね…！{/n},{Par}相当怪异的{/n}盆栽呢…！{/n}
{Par}かべに お皿がかかってる。{/n}{/n},{Par}墙上挂着盘子。{/n}{/n}
{Par}かべに お皿がかかってるわ。{/n}万が一 落としちゃいけないから{/n}そーっと 歩きましょ？,{Par}墙上挂着盘子。{/n}千万不能碰掉、{/n}要轻手轻脚哦？
{Par}何とも不思議なかがやきをした{/n}お皿が かかっていますわ。{/n},{Par}散发着神秘光辉的{/n}盘子挂在墙上呢。{/n}
{Par}かべが一面 窓になってる。{/n}{/n},{Par}整面墙都是窗户。{/n}{/n}
{Par}かべが 一面 窓！{/n}さわやかな部屋ね。{/n},{Par}整面墙都是窗！{/n}通风良好的房间啊。{/n}
{Par}部屋の一面が ほとんど{/n}窓になっていますわ。{/n}明るくていいですわね。,{Par}房间的一整面墙{/n}几乎都是窗户。{/n}真是明亮啊。
{Par}洗面台だ。風邪をひかないためには{/n}うがいをしなきゃいけないけど、{/n}ここでは 失礼だね。,{Par}洗手台。{/n}虽说预防感冒要漱口、{/n}但在别人家也太失礼了。
{Par}洗面台があるわ。明るい光を{/n}あびながら 顔が洗えるなんて、{/n}いいわねぇ！,{Par}有洗手台呢。{/n}能沐浴在阳光下洗脸{/n}还真不错呢！
{Par}洗面台ですわ。{/n}光をあびて{/n}きらきら輝いています。,{Par}洗手台。{/n}在光照下闪闪发亮。{/n}
{Par}ちょっと せまいけど、{/n}きれいな台所だね。{/n},{Par}虽然稍显狭小、{/n}但很整洁的厨房呢。{/n}
{Par}こぢんまりとしてるけど、{/n}清潔なシステムキッチンね。{/n}うらやましいわ。,{Par}虽然紧凑、{/n}但很干净的整体厨房。{/n}好羡慕。
{Par}せまいながらも、機能を{/n}ぎゅっとつめこんである{/n}キッチンですわね。,{Par}在有限空间里{/n}功能却很齐全的厨房呢。{/n}
{Par}ヘンな絵。{/n}{/n},{Par}奇怪的画。{/n}{/n}
{Par}抽象画ね。{/n}わきに 花がかかっているのが{/n}おしゃれね。,{Par}抽象画呢。{/n}旁边装饰着花朵{/n}很有品味。
{Par}寒色系の色を 主に使った{/n}抽象画ですわ。{/n},{Par}以冷色调为主的{/n}抽象画呢。{/n}
{Par}タンスですわ。このタンスは{/n}一般的なものに見えますわね。{/n},{Par}衣柜呢。{/n}这衣柜看起来很普通。{/n}
{Par}虹のアミュレット（青）を{/n}手に入れた！{/n},{Par}获得了彩虹护身符（青）！{/n}{/n}
{Par}虹のアミュレット（青）を{/n}手に入れた！{/n},{Par}获得了彩虹护身符（青）！{/n}{/n}
{Par}虹のアミュレット（青）を{/n}手に入れた！{/n},{Par}获得了彩虹护身符（青）！{/n}{/n}
{Par}もう 何もないよ。{/n}{/n},{Par}已经什么都没有了。{/n}{/n}
{Par}もう 何も見あたらないわね。{/n}{/n},{Par}已经找不到东西了呢。{/n}{/n}
{Par}残念ながら、{/n}もう 何もありませんわ。{/n},{Par}很遗憾、{/n}已经什么都没有了。{/n}
{Par}虹のアミュレット（赤）を{/n}手に入れた！{/n},{Par}获得了彩虹护身符（赤）！{/n}{/n}
{Par}虹のアミュレット（赤）を{/n}手に入れた！{/n},{Par}获得了彩虹护身符（赤）！{/n}{/n}
{Par}虹のアミュレット（赤）を{/n}手に入れた！{/n},{Par}获得了彩虹护身符（赤）！{/n}{/n}
{Par}虹のアミュレット（黄）を{/n}手に入れた！{/n},{Par}获得了彩虹护身符（黄）！{/n}{/n}
{Par}虹のアミュレット（黄）を{/n}手に入れた！{/n},{Par}获得了彩虹护身符（黄）！{/n}{/n}
{Par}虹のアミュレット（黄）を{/n}手に入れた！{/n},{Par}获得了彩虹护身符（黄）！{/n}{/n}
{Par}虹のアミュレット（緑）を{/n}手に入れた！{/n},{Par}获得了彩虹护身符（绿）！{/n}{/n}
{Par}虹のアミュレット（緑）を{/n}手に入れた！{/n},{Par}获得了彩虹护身符（绿）！{/n}{/n}
{Par}虹のアミュレット（緑）を{/n}手に入れた！{/n},{Par}获得了彩虹护身符（绿）！{/n}{/n}
{Par}わぁ、おもちゃが{/n}たくさん 並んでる！{/n},{Par}哇、摆满了玩具！{/n}{/n}
{Par}おもちゃがおいてあるわ。{/n}これだけ子どものいる家なら{/n}当然よね。,{Par}放着玩具呢。{/n}这么多孩子的家庭{/n}理所当然的啦。
{Par}子どもさんたちのための{/n}おもちゃですわね。{/n},{Par}为孩子们准备的玩具。{/n}{/n}
{Par}うわぁ、家の中に泉が！{/n}{/n},{Par}哇、家里有喷泉！{/n}{/n}
{Par}趣味がいいというか{/n}悪いというか…♨{/n},{Par}不知该说品味好{/n}还是差…♨{/n}
{Par}ここにも 水が{/n}豊かに流れていますわね。{/n},{Par}这里也有{/n}丰沛的水流呢。{/n}
{Par}机の上には、{/n}花と 何かの書類がある。{/n},{Par}书桌上有{/n}鲜花和文件。{/n}
{Par}小さな机だわ。{/n}単なる物置きとしての役割しか{/n}果たせないわね、これは。,{Par}小书桌呢。{/n}只能当临时置物架{/n}来使用了吧。
{Par}小さな机ですわ。事務的な作業を{/n}ここだけで まかないきれるとは{/n}とても 思えませんわね。,{Par}小书桌呢。{/n}很难想象能在这里{/n}处理正经事务。
{Par}立派なベッドだなぁ。{/n}寝心地よさそう！{/n},{Par}豪华的床铺。{/n}看起来很舒服！{/n}
{Par}て、天蓋（てんがい）つきの{/n}ベッドだわ。あんまり{/n}趣味がいいとは思えないけど…♨,{Par}带顶篷的床呢。{/n}虽然不觉得品味有多好…♨{/n}
{Par}天蓋（てんがい）つきのベッドを{/n}こんなに間近で見る機会は{/n}そう あるとは思えませんわね。,{Par}能这么近距离观赏{/n}带顶篷床的机会{/n}可不多见呢。
{Par}窓からの景色は絶品だ。{/n}{/n},{Par}窗外的景色绝佳。{/n}{/n}
{Par}窓からの景色は…{/n}ちょっと コワいかしら？{/n},{Par}窗外的景色…{/n}有点吓人吧？{/n}
{Par}雲の間から 地表が{/n}かいま見えますわ。{/n},{Par}从云层缝隙间{/n}能瞥见地表呢。{/n}
{Par}大きなソファーだ。{/n}{/n},{Par}大沙发。{/n}{/n}
{Par}ソファーが 窓の方を向けて{/n}おかれているわ。{/n},{Par}沙发正对着窗户摆放呢。{/n}{/n}
{Par}窓に面したソファーですわ。{/n}すわって外の景色を楽しめるようになっていますわね。,{Par}面向窗的沙发。{/n}坐着欣赏窗外景色{/n}正合适呢。
{Par}とびらつきの本だなだ。{/n}{/n},{Par}带门的书柜。{/n}{/n}
{Par}本だなだわ。{/n}机のわきにあるなんて、{/n}いいポジションね。,{Par}书柜呢。{/n}放在书桌旁边{/n}位置真方便。
{Par}様々な本や資料の入っている{/n}たなですわ。{/n},{Par}收纳着各种书籍资料的{/n}柜子呢。{/n}
{Par}タンスを横から見たところだ。{/n}{/n},{Par}衣柜的侧面。{/n}{/n}
{Par}別に 板をながめる趣味は{/n}持ち合わせていないわ。{/n},{Par}我可没有{/n}盯着木板看的兴趣。{/n}
{Par}このタンス、{/n}エッジが丸くなっていますわね。{/n}高級感がありますわ。,{Par}这衣柜的边角{/n}都做成圆弧形了呢。{/n}显得很高档。
{Par}タンスだ。{/n}金色の模様が入っている。{/n},{Par}衣柜。{/n}装饰着金色花纹。{/n}
{Par}金のレリーフの入ったタンスだわ。これも あんまり趣味がいいとは{/n}思えないけど…。,{Par}带有金色浮雕的衣柜呢。{/n}虽然不觉得品味有多好…
{Par}金ぴかのタンスですわ。{/n}古いものみたいですが、ていねいにあつかわれていらしたようですね。,{Par}金光闪闪的衣柜。{/n}虽然是老物件、{/n}但看得出有精心保养呢。
{Par}ものすごく大きい机だ！{/n}{/n},{Par}超大的书桌！{/n}{/n}
{Par}すごく大きな机ね。{/n}こんな机だったら{/n}バリバリ勉強できそうだわ。,{Par}好大的书桌。{/n}在这种书桌前{/n}一定能专心学习吧。
…なんちゃって。{/n}{/n},…才怪。{/n}{/n}
{Par}立派な机ですわ。{/n}これなら 事務処理も{/n}バッチリですわね。,{Par}气派的书桌。{/n}用来处理文书工作{/n}肯定再合适不过了。
…こんな机や資料が こちらの{/n}部屋にある、ということは…？{/n},…这种书桌和资料{/n}出现在这个房间、{/n}难道说…？
{Par}うわぁ、実がなってる！{/n}{/n},{Par}哇、结果实了！{/n}{/n}
{Par}観葉植物ね。{/n}実がなってるわよ。{/n}いったい 何の実なのかしら。,{Par}观叶植物呢。{/n}结着果实哦。{/n}究竟是什么果实呢。
{Par}観葉植物ですわ。{/n}たわわに実がなっていますわね。{/n},{Par}观叶植物呢。{/n}结满了沉甸甸的果实。{/n}
{Par}小さい机に書類がのっているよ。{/n}何だろ、これ。{/n},{Par}小书桌上放着文件。{/n}这是什么呀。{/n}
{Par}ここに机があって{/n}どうするのかしら？{/n},{Par}在这里放书桌{/n}是要做什么呢？{/n}
{Par}小さな書見台ですわ。{/n}玄関の近くにあるのは{/n}どういうことなのでしょうか？,{Par}小型阅读台。{/n}放在玄关附近{/n}是有什么讲究吗？
{Par}洗面台だ。{/n}{/n},{Par}洗手台。{/n}{/n}
{Par}ごくふつうの洗面台だわ。{/n}{/n},{Par}普普通通的洗手台。{/n}{/n}
{Par}さすがに 宿屋の洗面台は{/n}きれいにしてありますわね。{/n},{Par}不愧是旅店的洗手台{/n}保持得很干净呢。{/n}
{Par}つぼがあるよ。{/n}{/n},{Par}是陶罐。{/n}{/n}
{Par}なんで こんなところに つぼが…？インテリアかしら？{/n},{Par}为什么这里会有陶罐…？{/n}装饰品吗？
{Par}フロントのわきに{/n}つぼがありますわね。{/n},{Par}前台旁边{/n}摆着陶罐呢。{/n}
{Par}大きなたなだ。{/n}小さいビンが いっぱい入ってる。{/n},{Par}大架子。{/n}塞满了小瓶子。{/n}
{Par}たなの上の方に ずらーっと{/n}並んでいる このビンは何？{/n},{Par}架子顶层整齐排列的{/n}这些瓶子是什么？{/n}
{Par}何かの薬品でしょうか、このビン？{/n},{Par}是某种药水吗、这些瓶子？{/n}
{Par}そうじの道具だね。{/n}{/n},{Par}清洁工具呢。{/n}{/n}
{Par}ほうきに バケツに ぞうきんだわ。そうじの道具は どこも{/n}かわらないのねぇ。,{Par}扫把、水桶和抹布。{/n}清洁工具真是{/n}在哪里差不多呢。
{Par}おそうじの道具ですわ。{/n}これだけの宿屋さんの おそうじ、{/n}たいへんでしょうねぇ。,{Par}是清洁工具呢。{/n}打理这么大的旅店{/n}很辛苦吧。
{Par}うわ、これ 洗濯物？{/n}{/n},{Par}哇、这是待洗的衣物？{/n}{/n}
{Par}洗濯物だわ。{/n}こんなに いっぱい…♨{/n},{Par}待洗衣物啊。{/n}居然这么多…♨{/n}
{Par}洗濯物ですわ。お客さんは{/n}いらっしゃらないようなのに、{/n}どうして こんなに…？,{Par}待洗的衣物。{/n}明明没有客人、{/n}为何这么多…？
{Par}虹のアミュレット（あい色）を{/n}手に入れた！{/n},{Par}获得了彩虹护身符（蓝）！{/n}{/n}
{Par}虹のアミュレット（あい色）を{/n}手に入れた！{/n},{Par}获得了彩虹护身符（蓝）！{/n}{/n}
{Par}虹のアミュレット（あい色）を{/n}手に入れた！{/n},{Par}获得了彩虹护身符（蓝）！{/n}{/n}
{Par}虹のアミュレット（むらさき）を{/n}手に入れた！{/n},{Par}获得了彩虹护身符（紫）！{/n}{/n}
{Par}虹のアミュレット（むらさき）を{/n}手に入れた！{/n},{Par}获得了彩虹护身符（紫）！{/n}{/n}
{Par}虹のアミュレット（むらさき）を{/n}手に入れた！{/n},{Par}获得了彩虹护身符（紫）！{/n}{/n}
